input	output
ask @CN@ , can you do shopping for me	hey @CN@ , @SCN@ is requesting you to do shopping for them
ask @CN@ to come over and watch the super bowl.	hello @CN@, @SCN@ wants you to come over and watch the super bowl.
can you tell @CN@ that the painting looks good	hi @CN@ , @SCN@ conveys that the painting looks good
ask @CN@ , are you happy ?	hey @CN@ , @SCN@ wonders if you are happy
ask @CN@ don’t you take the train every morning?	hi @CN@, @SCN@ is asking don’t you take the train every morning.
ask @CN@ , did you enjoy the holidays	hi @CN@ , @SCN@ asked if they enjoyed the holidays.
ask @CN@ about his view on the human trafficking	hi @CN@ , @SCN@ wishes to know about your view on the human trafficking
tell @CN@ that i have forget to bring lunch today	hi @CN@ , @SCN@ tells that they have forget to bring lunch today
ask @CN@ , are you ready?	hi @CN@ , @SCN@ wants to know whether you are ready?
ask @CN@ , how to solve maths puzzle	hey @CN@ , @SCN@ is wondering how to solve maths puzzle
ask @CN@ , who is with you	hey @CN@ , @SCN@ wonders who is with you
please remind @CN@ to be home at five	hi @CN@. please remember to be home at five.
ask @CN@ what disease frightens you the most?	@SCN@ wants to know what disease frightens you the most?
please ask @CN@ , will you keep up the promise?	hey @CN@ , @SCN@ is worried if you will keep up the promise?
could you please ask @CN@ how long does it takes to reach morocco	hi @CN@ , @SCN@ requested to know how long does it takes to reach morocco
ask @CN@ , did he clean his wardrobe?	hi @CN@ , @SCN@ enquired whether he clean up your wardrobe
can you ask @CN@ to maintain the record of bills for every purchase	hey @CN@ , @SCN@ is asking you to maintain the record of bills for every purchase
ask @CN@ ,does this school have a play ground?	hey @CN@ , @SCN@ wants to know if this school have a play ground?
ask @CN@,which brand do you prefer?	hi @CN@, @SCN@ questions to know which brand do you prefer
ask @CN@ , can you correct the paper	hey @CN@ , @SCN@ wants to know if you can correct the paper
remind @CN@ to check all the tickets on the driving license	@SCN@ reminds to check all the tickets on the driving license
ask @CN@ if she can go to the mountains next weekend.	hey @CN@, @SCN@ wants to know if you can go to the mountains next weekend.
can you ask @CN@ to test the app extensively before launch	hi @CN@ , @SCN@ asks you to test the app extensively before launch
tell @CN@ that the playstore contains more apps	hey @CN@ , @SCN@ wants to convey that the playstore contains more apps
ask @CN@ to bring another coffee	hi @CN@ , @SCN@ asks to bring another coffee
can you tell @CN@ that the jobs are better than business	hey @CN@ , @SCN@ says that the jobs are better than business
ask @CN@, aren't you going to come?	hi @CN@, @SCN@ is asking, aren't you going to come?
ask @CN@, who is fashionable that you know?	hey @CN@, @SCN@ asks who is fashionable that you know?
ask @CN@ , are you working?	hi @CN@ , @SCN@ asked whether you are working.
ask @CN@ , how to make margaritas	hi @CN@ , @SCN@ is asking how to make margaritas
ask @CN@ about his next plan	hi @CN@ , @SCN@ wants to know about your next plan
ask @CN@ ,do you still intend to leave your job	hey @CN@ , @SCN@ would like to know if you are still intending to leave your job
ask @CN@ how to solve a problem immediately	hey @CN@ , @SCN@ asks how to solve a problem immediately
can you ask @CN@ to draw a doll	hi @CN@ , @SCN@ asked you to draw a doll.
ask @CN@ how her sisters are	hi @CN@ , @SCN@ wants to know how are your sisters
ask @CN@ ,do you like dancing?	hi @CN@ , @SCN@ wants to know if you like dancing
ask @CN@ how to go to his brother's house	hey @CN@ , @SCN@ needs to know how to go to your brother's house
ask @CN@ , where is my wallet?	hey @CN@ , @SCN@ is asking where his wallet is?
ask @CN@,do you have a facebook account?	hey @CN@, @SCN@ asks if you have a facebook account?
ask @CN@ do you have a favourite song	hey @CN@ , @SCN@ is wondering whether you have a favourite song
ask @CN@ , how to pay via online	hi @CN@ , @SCN@ would like to know how to pay via online
can you ask @CN@ , do you often eat out?	hi @CN@ , @SCN@ wants to know do you often eat out?
can you ask @CN@ , do you take vitamin pills?	hey @CN@ , @SCN@ would like to know do you take vitamin pills?
ask @CN@, why is the shop closed	hi @CN@, @SCN@ asks to know why the shop is closed
tell @CN@ to record the statement	hi @CN@ , @SCN@ apprised you to record the statement.
ask @CN@ what sort of car he likes	hi @CN@, @SCN@ wants to know what sort of car you like
tell @CN@ , mary love puppies	hey @CN@ , @SCN@ would like to tell you that mary love puppies
ask @CN@ about his new neighbour	hey @CN@ , @SCN@ would like to know about your new neighbour
ask @CN@ , could you please give you homework note	hey @CN@ , @SCN@ is wondering if you can give you homework note
ask @CN@ , is the milk fresh	hi @CN@ , @SCN@ would like to know, if the milk was fresh?
ask @CN@ , does julie go to cinema often?	hi @CN@ , @SCN@ is wondering to know, if they went to cinema often
can you ask @CN@ , do you have paper?	hey @CN@ , @SCN@ is asking if you have paper
ask @CN@ who puts out fires	hey @CN@ @SCN@ is wondering who puts out fires
ask @CN@ , how to play videogame	hi @CN@ , @SCN@ is asking how to play videogame
can you tell @CN@ that the stocks are falling?	hi @CN@, @SCN@ wants you to know that the stocks are falling.
ask @CN@ how long will he stay here?	hey @CN@ , @SCN@ is asking how long will you stay here?
ask @CN@ about her taxes on goods	hey @CN@ , @SCN@ wishes to know about your taxes on goods
hey @CN@, i will be busy all week.	 hi @CN@, @SCN@ would like to say they will be busy all week.
tell @CN@ to stay calm in his house	hey @CN@ , @SCN@ is telling you to stay calm in your house
ask @CN@ are you tired	hey @CN@ , @SCN@ questions 'are you tired'
 please ask @CN@ for my car keys.	 hi @CN@, @SCN@ is asking for car keys.
tell @CN@, masters in mathematics will be a added value	hi @CN@, @SCN@ wants you to know that masters in mathematics will be a added value
"ask @CN@, what would you consider ""the perfect date"" for you?"	"hey @CN@, @SCN@ asks what would you consider ""the perfect date"" for you?"
tell @CN@ sleeping in the winter is almost impossible	hey @CN@ , @SCN@ is informing that sleeping in the winter is almost impossible
please ask @CN@ about his mutton recipe.	hi @CN@, @SCN@ would like to know about your mutton recipe.
ask @CN@ ,did you try the soup?	hey @CN@ , @SCN@ asks if you tried the soup?
please invite @CN@ to my office.	hi @CN@, @SCN@ wants to invite you to his office.
ask @CN@ , can you cut the veggies and roast the peanuts	hey @CN@ , @SCN@ wants to know if you can cut the veggies and roast the peanuts
ask @CN@ which cheese it was he does not prefer.	@CN@, @SCN@ wants to know which cheese you do not prefer?
please tell @CN@ john drove his car so fast that he had an accident	hi @CN@, @SCN@ says john drove your car so fast that he had an accident
ask @CN@ where he is from	hey @CN@ , @SCN@ wants to know where you are from
tell @CN@ that all the appointments got cancelled today	hi @CN@, @SCN@ says that all the appointments got cancelled today
ask @CN@ , can you do homework for me	hey @CN@ , @SCN@ is wondering if you can do homework for them
can you ask @CN@ about the apple watch lauch event	hi @CN@ , @SCN@ wants to know about the apple watch lauch event
can you ask @CN@ to cover the place	hi @CN@ , @SCN@ wants you to cover the place
ask @CN@ ,had i read that book before you told me	hi @CN@ , @SCN@ puzzled if he had read that book before you told him.
@CN@ are you coming this evening	@CN@ what time should we expect your arrival
could you ask @CN@ to remake the video	hi @CN@ , @SCN@ wanted you to remake the video.
can you tell @CN@ that the person is missing	hey @CN@ , @SCN@ informs that the person is missing
ask @CN@ , can i call you as piggy?	hey @CN@ , @SCN@ would like to know if he can call you as piggy
ask @CN@ do you have a sister	hey @CN@ , @SCN@ questions do you have a sister
tell @CN@ to spot the error tomorrow monday	hi @CN@, @SCN@ asks you to spot the error tomorrow monday
can you tell @CN@ that the sweets tastier	hi @CN@ , @SCN@ would like to say that the sweets tastier
could you remind my @CN@ to study for his math test	hi @CN@ , @SCN@ is asking you to study for your math test
tell @CN@ i like swimming	hi @CN@ , @SCN@ is notifying you that they like swimming
can you remind @CN@ to cook lunch for the kids	hi @CN@, @SCN@ reminds you to cook lunch for the kids
ask @CN@ , did you threw the ball	hi @CN@ , @SCN@ wondered if you threw the ball.
please tell @CN@ not to judge by appearance	hi @CN@ , @SCN@ wanted you not to judge by appearance.
ask @CN@, do you think your school is a good one?	hey @CN@, @SCN@ asks if you think your school is a good one?
ask @CN@ , who does he help at home?	hi @CN@ , @SCN@ would like to know whom do you help at home
please invite @CN@ for the movie today	hi @CN@ , @SCN@ wants you to invite for the movie today
tell @CN@ that sam met the doctor today	hi @CN@, @SCN@ says that sam met the doctor today
tell @CN@ , i am going for a walk	hey @CN@ , @SCN@ says they are going for a walk
could you ask @CN@ if he's still having a party this weekend	hi @CN@ , @SCN@ is asking if you are still having a party this weekend
can you tell @CN@ i'll be eating outside tonight ?	@SCN@ would like you to know that they'll be eating outside tonight.
ask @CN@ , did andrew work in a hospital	hey @CN@ , @SCN@ is wondering if andrew worked in a hospital
can you tell @CN@ to balance her routine	hi @CN@ , @SCN@ told you to balance your routine.
ask @CN@ where do we keep milk and butter	hey @CN@ @SCN@ would like to know where do we keep milk and butter
ask @CN@ , can you go for a checkup	hey @CN@ , @SCN@ is requesting you to go for a checkup
ask @CN@ ,how long did you stay in that office?	hi @CN@ , @SCN@ likes to know how long did you stay in that office?
can you ask @CN@ about the new astro photography in the new pixel phones	hi @CN@ , @SCN@ is curious to know about the new astro photography in the new pixel phones
can you tell @CN@ that the cloud storage is full	hey @CN@ , @SCN@ says that the cloud storage is full
"ask @CN@, what kinds of things do freshmen have to do for ""initiation?"""	"hey @CN@, @SCN@ asks what kinds of things do freshmen have to do for ""initiation?"""
tell @CN@ to read the guide	hi @CN@ , @SCN@ told you to read the guide.
can you ask @CN@ how to resolve the error in the code	hi @CN@ , @SCN@ wonders how to resolve the error in the code
tell @CN@ to delete the old account	hey @CN@ , @SCN@ is requesting you to delete the old account
ask @CN@ ,who is at the door?	hi @CN@ , @SCN@ likes to know who is at the door?
ask @CN@ , can you come for a walk with me	hey @CN@ , @SCN@ is requesting you to come for a walk with them
ask @CN@ , was he handsome	hi @CN@ , @SCN@ wants to know whether you were handsome
ask @CN@ , would you share the pictures that we took	hi @CN@ , @SCN@ wonders if you like to share the pictures that we took
tell @CN@ ,the rooms in this hotel are pretty basic	hey @CN@ , @SCN@ says the rooms in this hotel are pretty basic
ask @CN@ about her new job	hey @CN@ , @SCN@ wants to know about your new job
ask @CN@ , is tina your sister?	hey @CN@ , @SCN@ is asking whether tina is your sister?
ask @CN@ to allow the police department to get into the carriage	hi @CN@ , @SCN@ wants you to allow the police department to get into the carriage
can you ask @CN@ to play the carrom board	hi @CN@ , @SCN@ likes you to play the carrom board
can you ask @CN@ ,are you crazy?	hi @CN@ , @SCN@ wishes to know if you are crazy
ask @CN@ ,can you book tickets	hey @CN@ , @SCN@ is wondering if you can book tickets
please ask @CN@ , which color dress you are going to wear jackets today?	hey cristy, @SCN@ would like to know which color dress you are going to wear jackets today?
can you ask @CN@ , what is her surname	hey @CN@ , @SCN@ is asking what is your surname
please ask @CN@ how to trek a hill	hi @CN@ , @SCN@ needs to know how to trek a hill
ask @CN@ if she wants fries.	hey @CN@ , @SCN@ wants to know if you want fries.
could you please ask @CN@ to chop vegetables	hi @CN@ , @SCN@ asked you to chop vegetables.
can you ask @CN@ to approve the alternate solution	hey @CN@ , @SCN@ wants you to approve the alternate solution
ask @CN@ to get a star biscuit from the shop.	hey @SCN@, can you please ask @CN@ to get a star biscuit from the shop? thanks.
remind @CN@ to fix the slow filling tank	@SCN@ reminds to fix the slow filling tank
can you ask @CN@, are you going to the pool today?	hi @CN@, @SCN@ wants to know if you are going to the pool today?
can you tell @CN@ that the speed is slow	hi @CN@ , @SCN@ informs that the speed is slow
can you ask @CN@ , what is your lucky number	hey @CN@ , @SCN@ is asking what is your lucky number
can you tell @CN@ that the pictures can be deleted from cloud	hey @CN@ , @SCN@ would like you to know that the pictures can be deleted from cloud
